Commands,encoded_intent
"Switch on the fan in room1 immediately, please.",9
Room1 needs fan on right now.,9
Get the room1 fan on immediately.,9
Please turn on the fan in room1 right now.,9
fan should be on in room1 immediately.,9
Room1's fan need to be activated.,9
"Turn on the fan in room1 instantly, please.",9
Switch on the room1 fan instantly.,9
Please activate the fan in room1 immediately.,9
Room1 fan must be on right now.,9
Ensure room1 fan are on immediately.,9
Turn on room1 fan right away.,9
Please switch on fan in room1 now.,9
Activate fan in room1 immediately.,9
Get the fan in room1 turned on.,9
Room1 fan should be switched on.,9
"Turn on the fan in room1 now, please.",9
Please ensure the fan in room1 are on now.,9
Room1 needs its fan switched on.,9
"Switch on the fan in room1 immediately, please.",9
fan in room1 should be turned on.,9
"Turn on room1 fan now, please.",9
Please activate room1 fan now.,9
Get the room1 fan turned on immediately.,9
Room1 needs its fan on right now.,9
Please switch on the fan in room1 right away.,9
Turn on the fan in room1 now.,9
Activate the fan in room1 right away.,9
Room1's fan should be on now.,9
Ensure the fan in room1 are switched on immediately.,9
"Turn on room1 fan immediately, please.",9
Please get the fan in room1 on immediately.,9
Switch on room1 fan right now.,9
fan should be on in room1 now.,9
Room1 needs the fan on immediately.,9
Please ensure room1 fan are on right now.,9
"Turn on the fan in room1 now, please.",9
"Switch on the fan in room1 now, please.",9
Please activate the fan in room1 right away.,9
Room1 fan must be on now.,9
Ensure the fan in room1 are on right now.,9
Turn on room1 fan immediately.,9
Please get room1 fan on now.,9
Switch on the room1 fan now.,9
Activate fan in room1 right away.,9
Room1 fan need to be turned on now.,9
Switch on the fan in room1 right now.,9
Room1 needs its fan on immediately.,9
Please ensure the fan are on in room1 now.,9
Room1 fan must be turned on immediately.,9
Turn on the fan in room1 instantly.,9
Make sure the fan in room1 are on instantly.,9
Room1 needs its fan to be on right away.,9
Switch on the room1 fan immediately.,9
Get the fan on in room1 instantly.,9
fan in room1 should be on immediately.,9
Activate fan in room1 right away.,9
Turn on the fan in room1 right now.,9
Room1 fan need to be on instantly.,9
Please make sure room1's fan are on now.,9
Room1's fan must be on immediately.,9
Switch on fan in room1 right away.,9
Room1 fan should be activated now.,9
Turn on the fan in room1 now.,9
Room1 fan need to be turned on immediately.,9
Get the room1 fan on now.,9
Turn on room1's fan immediately.,9
fan in room1 should be on right away.,9
Make sure room1 fan are on instantly.,9
Please turn on room1 fan now.,9
Room1 needs fan on right now.,9
"Activate the fan in room1 now, please.",9
Please switch on the fan in room1 immediately.,9
Ensure the fan in room1 are activated.,9
"Turn on the fan in room1 instantly, please.",9
Room1's fan should be on immediately.,9
"Switch on the room1 fan right away, please.",9
Activate room1's fan instantly.,9
Get the fan in room1 on right now.,9
"Turn on room1 fan instantly, please.",9
Ensure the fan in room1 are on immediately.,9
Please turn on room1 fan right away.,9
"Switch on the fan in room1 now, please.",9
Activate the fan in room1 instantly.,9
Make sure the fan in room1 are turned on immediately.,9
Room1 fan need to be on right now.,9
Turn on the fan in room1 now.,9
Please ensure that room1 fan are on immediately.,9
Switch on the fan in room1 right away.,9
Room1's fan need to be activated immediately.,9
"Turn on room1 fan right away, please.",9
Activate the fan in room1 right now.,9
Please make sure the fan in room1 are on instantly.,9
Ensure room1 fan are switched on right now.,9
"Turn on the fan in room1 immediately, please.",9
Switch on room1's fan now.,9
Get the fan on in room1 immediately.,9
Room1 needs its fan turned on right now.,9
Please ensure the fan in room1 are on instantly.,9
"Turn on room1 fan immediately, please.",9
Switch on the fan in room1 right now.,9
Activate the room1 fan instantly.,9
Get room1 fan on right away.,9
Please turn on the fan in room1 instantly.,9
Ensure the fan in room1 are activated immediately.,9
"Turn on the room1 fan right away, please.",9
Switch on room1 fan instantly.,9
Please make sure room1's fan are on instantly.,9
"Activate the fan in room1 right away, please.",9
Ensure room1 fan are on right now.,9
"Turn on the fan in room1 right now, please.",9
Switch on the room1 fan immediately.,9
Please activate room1 fan instantly.,9
Get the fan on in room1 right now.,9
Room1's fan need to be on right now.,9
Turn on room1 fan immediately.,9
Please ensure that the fan in room1 are on instantly.,9
Switch on the fan in room1 instantly.,9
"Activate room1's fan right now, please.",9
Get the fan in room1 on right away.,9
"Turn on the fan in room1 immediately, please.",9
Please make sure the fan in room1 are on right now.,9
Ensure room1 fan are activated instantly.,9
Switch on room1 fan right now.,9
Turn on the fan in room1 instantly.,9
Activate the fan in room1 immediately.,9
Please ensure the fan in room1 are on right away.,9
Get room1 fan turned on instantly.,9
Turn on room1's fan right now.,9
Please switch on the fan in room1 right now.,9
"Ensure the fan in room1 are on immediately, please.",9
Switch on the fan in room1 right away.,9
Please activate the fan in room1 instantly.,9
Turn on room1 fan instantly.,9
"Get the fan on in room1 right now, please.",9
Ensure room1's fan are on immediately.,9
Turn on the fan in room1 right away.,9
"Switch on room1 fan instantly, please.",9
Activate the room1 fan immediately.,9
Please ensure the fan in room1 are on right away.,9
Turn on room1's fan instantly.,9
Get the fan in room1 on immediately.,9
"Switch on the fan in room1 immediately, please.",9
Please activate the fan in room1 right now.,9
Ensure room1 fan are on instantly.,9
"Turn on the fan in room1 right now, please.",9
Activate room1's fan instantly.,9
Please ensure room1 fan are on immediately.,9
"Switch on the fan in room1 right away, please.",9
Turn on room1 fan right now.,9
"Get the fan on in room1 immediately, please.",9
Please turn on the fan in room1 right away.,9
Ensure the fan in room1 are activated right now.,9
Switch on room1's fan right now.,9
"Activate the fan in room1 instantly, please.",9
Turn on the fan in room1 immediately.,9
"Get room1 fan on right away, please.",9
Please make sure room1's fan are on immediately.,9
Ensure the fan in room1 are on right now.,9
"Switch on the fan in room1 instantly, please.",9
"Turn on the fan in room1 now, instantly.",9
Room1 fan need to be activated instantly.,9
Please ensure that room1 fan are on right away.,9
Room1's fan should be turned on immediately.,9
"Turn on the fan in room1 instantly, please.",9
Room1 needs its fan on right away.,9
Turn off the fan in room1.,8
Please turn off the fan in room1.,8
Switch off the fan in room1.,8
Can you turn off the fan in room1?,8
I'd like the fan off in room1.,8
Room1 fan need to be turned off.,8
Turn the fan off in room1.,8
"fan off in room1, please.",8
Activate the fan in room1.,8
Please switch off the fan in room1.,8
Get the fan off in room1.,8
Make sure the fan are off in room1.,8
Room1 needs its fan off.,8
Please ensure room1 fan are off.,8
Turn off room1's fan.,8
Room1 fan should be off.,8
Please turn off the room1 fan.,8
Switch off room1 fan.,8
Activate room1 fan.,8
Room1 needs fan off.,8
Please get the fan off in room1.,8
Ensure the fan are off in room1.,8
"Turn the fan off in room1, please.",8
Get room1's fan off.,8
Room1 fan need to be off.,8
Make sure room1 fan are off.,8
"Turn off the fan in room1, please.",8
"Switch off the fan in room1, please.",8
Activate the room1 fan.,8
fan off in room1.,8
Room1 needs the fan off.,8
Please turn the fan off in room1.,8
Switch off the room1 fan.,8
Room1 fan should be turned off.,8
Make sure the fan in room1 are off.,8
Get the fan in room1 off.,8
Room1 fan must be off.,8
Please activate the fan in room1.,8
"Turn off room1 fan, please.",8
Switch off fan in room1.,8
Activate fan in room1.,8
Make sure room1's fan are off.,8
Turn off the room1 fan.,8
Please switch off room1 fan.,8
Ensure room1 fan are off.,8
Room1 needs the fan turned off.,8
Get the room1 fan off.,8
fan need to be off in room1.,8
Turn off the fan in room1 immediately.,8
Switch off room1's fan now.,8
Please activate room1's fan.,8
Make sure the fan in room1 are turned off.,8
Turn off the fan in room1 right away.,8
Activate the fan in room1 now.,8
Please switch off the fan in room1 now.,8
Room1 fan should be off now.,8
Turn off room1 fan right now.,8
Room1 needs its fan turned off now.,8
Please make sure room1's fan are off.,8
Switch off the fan in room1 immediately.,8
Get the fan off in room1 now.,8
Room1 fan must be turned off now.,8
Turn off the fan in room1 ASAP.,8
Ensure the fan are off in room1 now.,8
Please turn off room1's fan immediately.,8
Switch off the room1 fan right away.,8
Activate the room1 fan now.,8
Room1 fan should be activated.,8
Make sure room1 fan are off immediately.,8
Turn off the fan in room1 now.,8
Room1 needs fan off right now.,8
Get the fan in room1 turned off.,8
Ensure room1's fan are off.,8
Switch off room1's fan immediately.,8
Please ensure the fan are off in room1.,8
Room1 fan need to be turned off immediately.,8
Activate fan in room1 now.,8
Turn off room1 fan now.,8
Make sure the fan in room1 are off immediately.,8
Please turn off the fan in room1 now.,8
Get the room1 fan turned off.,8
Switch off the fan in room1 now.,8
Room1 needs its fan off now.,8
Please activate the room1 fan immediately.,8
Ensure the fan in room1 are off now.,8
Turn off the fan in room1 immediately.,8
Room1 fan must be switched off now.,8
Please turn off room1's fan now.,8
Switch off the fan in room1 immediately.,8
Switch off room1's fan immediately.,8
fan should be off in room1.,8
Please turn off the fan in room1 right away.,8
Room1's fan must be turned off.,8
Room1 needs its fan off.,8
Room1 should have the fan turned off.,8
fan in room1 should be off.,8
Please ensure that the fan in room1 are off.,8
Make sure the fan in room1 are switched off.,8
Get the fan in room1 off.,8
Please turn off the room1 fan ASAP.,8
Activate room1's fan now.,8
Turn the fan in room1 off.,8
fan need to be turned off in room1.,8
Room1 needs faning; turn off the fan.,8
Room1's fan need to be off.,8
Turn off the fan in room1 quickly.,8
Please switch off the room1 fan now.,8
Activate the fan in room1 immediately.,8
Room1 needs fan off instantly.,8
Switch off the fan in room1 right now.,8
Turn off the fan in room1 immediately.,8
Room1 fan should be off now.,8
Get room1 fan turned off right away.,8
Ensure room1 fan are switched off.,8
Please activate fan in room1 now.,8
Switch off room1 fan right away.,8
Turn off the fan in room1 at offce.,8
fan in room1 need to be off immediately.,8
Please make sure room1 fan are off now.,8
Get the fan in room1 off immediately.,8
Room1 fan must be turned off instantly.,8
Turn off room1 fan instantly.,8
Activate room1's fan right now.,8
Switch off the fan in room1 instantly.,8
Please ensure fan in room1 are off.,8
"Turn off the fan in room1 immediately, please.",8
Room1 fan need to be off right now.,8
Switch off room1 fan now.,8
fan in room1 must be turned off.,8
Please get the fan in room1 off now.,8
Ensure the fan are off in room1 immediately.,8
Activate the fan in room1 instantly.,8
"Turn off the fan in room1 right away, please.",8
Make sure room1 fan are activated.,8
"Switch off the fan in room1 immediately, please.",8
Room1 needs fan off right now.,8
Get the room1 fan off immediately.,8
Please turn off the fan in room1 right now.,8
fan should be off in room1 immediately.,8
Room1's fan need to be activated.,8
"Turn off the fan in room1 instantly, please.",8
Switch off the room1 fan instantly.,8
Please activate the fan in room1 immediately.,8
Room1 fan must be off right now.,8
Ensure room1 fan are off immediately.,8
Turn off room1 fan right away.,8
Please switch off fan in room1 now.,8
Activate fan in room1 immediately.,8
Get the fan in room1 turned off.,8
Room1 fan should be switched off.,8
"Turn off the fan in room1 now, please.",8
Please ensure the fan in room1 are off now.,8
Room1 needs its fan switched off.,8
"Switch off the fan in room1 immediately, please.",8
fan in room1 should be turned off.,8
"Turn off room1 fan now, please.",8
Please activate room1 fan now.,8
Get the room1 fan turned off immediately.,8
Room1 needs its fan off right now.,8
Please switch off the fan in room1 right away.,8
Turn off the fan in room1 now.,8
Activate the fan in room1 right away.,8
Room1's fan should be off now.,8
Ensure the fan in room1 are switched off immediately.,8
"Turn off room1 fan immediately, please.",8
Please get the fan in room1 off immediately.,8
Switch off room1 fan right now.,8
fan should be off in room1 now.,8
Room1 needs the fan off immediately.,8
Please ensure room1 fan are off right now.,8
"Turn off the fan in room1 now, please.",8
"Switch off the fan in room1 now, please.",8
Please activate the fan in room1 right away.,8
Room1 fan must be off now.,8
Ensure the fan in room1 are off right now.,8
Turn off room1 fan immediately.,8
Please get room1 fan off now.,8
Switch off the room1 fan now.,8
Activate fan in room1 right away.,8
Room1 fan need to be turned off now.,8
Switch off the fan in room1 right now.,8
Room1 needs its fan off immediately.,8
Please ensure the fan are off in room1 now.,8
Room1 fan must be turned off immediately.,8
Turn off the fan in room1 instantly.,8
Make sure the fan in room1 are off instantly.,8
Room1 needs its fan to be off right away.,8
Switch off the room1 fan immediately.,8
Get the fan off in room1 instantly.,8
fan in room1 should be off immediately.,8
Activate fan in room1 right away.,8
Turn off the fan in room1 right now.,8
Room1 fan need to be off instantly.,8
Please make sure room1's fan are off now.,8
Room1's fan must be off immediately.,8
Switch off fan in room1 right away.,8
Room1 fan should be activated now.,8
Turn off the fan in room1 now.,8
Room1 fan need to be turned off immediately.,8
Get the room1 fan off now.,8
Turn off room1's fan immediately.,8
fan in room1 should be off right away.,8
Make sure room1 fan are off instantly.,8
Please turn off room1 fan now.,8
Room1 needs fan off right now.,8
"Activate the fan in room1 now, please.",8
Please switch off the fan in room1 immediately.,8
Ensure the fan in room1 are activated.,8
"Turn off the fan in room1 instantly, please.",8
Room1's fan should be off immediately.,8
"Switch off the room1 fan right away, please.",8
Activate room1's fan instantly.,8
Get the fan in room1 off right now.,8
"Turn off room1 fan instantly, please.",8
Ensure the fan in room1 are off immediately.,8
Please turn off room1 fan right away.,8
"Switch off the fan in room1 now, please.",8
Activate the fan in room1 instantly.,8
Make sure the fan in room1 are turned off immediately.,8
Room1 fan need to be off right now.,8
Turn off the fan in room1 now.,8
Please ensure that room1 fan are off immediately.,8
Switch off the fan in room1 right away.,8
Room1's fan need to be activated immediately.,8
"Turn off room1 fan right away, please.",8
Activate the fan in room1 right now.,8
Please make sure the fan in room1 are off instantly.,8
Ensure room1 fan are switched off right now.,8
"Turn off the fan in room1 immediately, please.",8
Switch off room1's fan now.,8
Get the fan off in room1 immediately.,8
Room1 needs its fan turned off right now.,8
Please ensure the fan in room1 are off instantly.,8
"Turn off room1 fan immediately, please.",8
Switch off the fan in room1 right now.,8
Activate the room1 fan instantly.,8
Get room1 fan off right away.,8
Please turn off the fan in room1 instantly.,8
Ensure the fan in room1 are activated immediately.,8
"Turn off the room1 fan right away, please.",8
Switch off room1 fan instantly.,8
Please make sure room1's fan are off instantly.,8
"Activate the fan in room1 right away, please.",8
Ensure room1 fan are off right now.,8
"Turn off the fan in room1 right now, please.",8
Switch off the room1 fan immediately.,8
Please activate room1 fan instantly.,8
Get the fan off in room1 right now.,8
Room1's fan need to be off right now.,8
Turn off room1 fan immediately.,8
Please ensure that the fan in room1 are off instantly.,8
Switch off the fan in room1 instantly.,8
"Activate room1's fan right now, please.",8
Get the fan in room1 off right away.,8
"Turn off the fan in room1 immediately, please.",8
Please make sure the fan in room1 are off right now.,8
Ensure room1 fan are activated instantly.,8
Switch off room1 fan right now.,8
Turn off the fan in room1 instantly.,8
Activate the fan in room1 immediately.,8
Please ensure the fan in room1 are off right away.,8
Get room1 fan turned off instantly.,8
Turn off room1's fan right now.,8
Please switch off the fan in room1 right now.,8
"Ensure the fan in room1 are off immediately, please.",8
Switch off the fan in room1 right away.,8
Please activate the fan in room1 instantly.,8
Turn off room1 fan instantly.,8
"Get the fan off in room1 right now, please.",8
Ensure room1's fan are off immediately.,8
Turn off the fan in room1 right away.,8
"Switch off room1 fan instantly, please.",8
Activate the room1 fan immediately.,8
Please ensure the fan in room1 are off right away.,8
Turn off room1's fan instantly.,8
Get the fan in room1 off immediately.,8
"Switch off the fan in room1 immediately, please.",8
Please activate the fan in room1 right now.,8
Ensure room1 fan are off instantly.,8
"Turn off the fan in room1 right now, please.",8
Activate room1's fan instantly.,8
Please ensure room1 fan are off immediately.,8
"Switch off the fan in room1 right away, please.",8
Turn off room1 fan right now.,8
"Get the fan off in room1 immediately, please.",8
Please turn off the fan in room1 right away.,8
Ensure the fan in room1 are activated right now.,8
Switch off room1's fan right now.,8
"Activate the fan in room1 instantly, please.",8
Turn off the fan in room1 immediately.,8
"Get room1 fan off right away, please.",8
Please make sure room1's fan are off immediately.,8
Ensure the fan in room1 are off right now.,8
"Switch off the fan in room1 instantly, please.",8
"Turn off the fan in room1 now, instantly.",8
Room1 fan need to be activated instantly.,8
Please ensure that room1 fan are off right away.,8
Room1's fan should be turned off immediately.,8
"Turn off the fan in room1 instantly, please.",8
Room1 needs its fan off right away.,8
Turn on the lights in room1.,11
Please turn on the lights in room1.,11
Switch on the lights in room1.,11
Can you turn on the lights in room1?,11
I'd like the lights on in room1.,11
Room1 lights need to be turned on.,11
Turn the lights on in room1.,11
"Lights on in room1, please.",11
Activate the lights in room1.,11
Please switch on the lights in room1.,11
Get the lights on in room1.,11
Make sure the lights are on in room1.,11
Room1 needs its lights on.,11
Please ensure room1 lights are on.,11
Turn on room1's lights.,11
Room1 lights should be on.,11
Please turn on the room1 lights.,11
Switch on room1 lights.,11
Activate room1 lights.,11
Room1 needs lights on.,11
Please get the lights on in room1.,11
Ensure the lights are on in room1.,11
"Turn the lights on in room1, please.",11
Get room1's lights on.,11
Room1 lights need to be on.,11
Make sure room1 lights are on.,11
"Turn on the lights in room1, please.",11
"Switch on the lights in room1, please.",11
Activate the room1 lights.,11
Lights on in room1.,11
Room1 needs the lights on.,11
Please turn the lights on in room1.,11
Switch on the room1 lights.,11
Room1 lights should be turned on.,11
Make sure the lights in room1 are on.,11
Get the lights in room1 on.,11
Room1 lights must be on.,11
Please activate the lights in room1.,11
"Turn on room1 lights, please.",11
Switch on lights in room1.,11
Activate lights in room1.,11
Make sure room1's lights are on.,11
Turn on the room1 lights.,11
Please switch on room1 lights.,11
Ensure room1 lights are on.,11
Room1 needs the lights turned on.,11
Get the room1 lights on.,11
Lights need to be on in room1.,11
Turn on the lights in room1 immediately.,11
Switch on room1's lights now.,11
Please activate room1's lights.,11
Make sure the lights in room1 are turned on.,11
Turn on the lights in room1 right away.,11
Activate the lights in room1 now.,11
Please switch on the lights in room1 now.,11
Room1 lights should be on now.,11
Turn on room1 lights right now.,11
Room1 needs its lights turned on now.,11
Please make sure room1's lights are on.,11
Switch on the lights in room1 immediately.,11
Get the lights on in room1 now.,11
Room1 lights must be turned on now.,11
Turn on the lights in room1 ASAP.,11
Ensure the lights are on in room1 now.,11
Please turn on room1's lights immediately.,11
Switch on the room1 lights right away.,11
Activate the room1 lights now.,11
Room1 lights should be activated.,11
Make sure room1 lights are on immediately.,11
Turn on the lights in room1 now.,11
Room1 needs lights on right now.,11
Get the lights in room1 turned on.,11
Ensure room1's lights are on.,11
Switch on room1's lights immediately.,11
Please ensure the lights are on in room1.,11
Room1 lights need to be turned on immediately.,11
Activate lights in room1 now.,11
Turn on room1 lights now.,11
Make sure the lights in room1 are on immediately.,11
Please turn on the lights in room1 now.,11
Get the room1 lights turned on.,11
Switch on the lights in room1 now.,11
Room1 needs its lights on now.,11
Please activate the room1 lights immediately.,11
Ensure the lights in room1 are on now.,11
Turn on the lights in room1 immediately.,11
Room1 lights must be switched on now.,11
Please turn on room1's lights now.,11
Switch on the lights in room1 immediately.,11
Switch on room1's lights immediately.,11
Lights should be on in room1.,11
Please turn on the lights in room1 right away.,11
Room1's lights must be turned on.,11
Room1 needs its lights on.,11
Room1 should have the lights turned on.,11
Lights in room1 should be on.,11
Please ensure that the lights in room1 are on.,11
Make sure the lights in room1 are switched on.,11
Get the lights in room1 on.,11
Please turn on the room1 lights ASAP.,11
Activate room1's lights now.,11
Turn the lights in room1 on.,11
Lights need to be turned on in room1.,11
Room1 needs lighting; turn on the lights.,11
Room1's lights need to be on.,11
Turn on the lights in room1 quickly.,11
Please switch on the room1 lights now.,11
Activate the lights in room1 immediately.,11
Room1 needs lights on instantly.,11
Switch on the lights in room1 right now.,11
Turn on the lights in room1 immediately.,11
Room1 lights should be on now.,11
Get room1 lights turned on right away.,11
Ensure room1 lights are switched on.,11
Please activate lights in room1 now.,11
Switch on room1 lights right away.,11
Turn on the lights in room1 at once.,11
Lights in room1 need to be on immediately.,11
Please make sure room1 lights are on now.,11
Get the lights in room1 on immediately.,11
Room1 lights must be turned on instantly.,11
Turn on room1 lights instantly.,11
Activate room1's lights right now.,11
Switch on the lights in room1 instantly.,11
Please ensure lights in room1 are on.,11
"Turn on the lights in room1 immediately, please.",11
Room1 lights need to be on right now.,11
Switch on room1 lights now.,11
Lights in room1 must be turned on.,11
Please get the lights in room1 on now.,11
Ensure the lights are on in room1 immediately.,11
Activate the lights in room1 instantly.,11
"Turn on the lights in room1 right away, please.",11
Make sure room1 lights are activated.,11
"Switch on the lights in room1 immediately, please.",11
Room1 needs lights on right now.,11
Get the room1 lights on immediately.,11
Please turn on the lights in room1 right now.,11
Lights should be on in room1 immediately.,11
Room1's lights need to be activated.,11
"Turn on the lights in room1 instantly, please.",11
Switch on the room1 lights instantly.,11
Please activate the lights in room1 immediately.,11
Room1 lights must be on right now.,11
Ensure room1 lights are on immediately.,11
Turn on room1 lights right away.,11
Please switch on lights in room1 now.,11
Activate lights in room1 immediately.,11
Get the lights in room1 turned on.,11
Room1 lights should be switched on.,11
"Turn on the lights in room1 now, please.",11
Please ensure the lights in room1 are on now.,11
Room1 needs its lights switched on.,11
"Switch on the lights in room1 immediately, please.",11
Lights in room1 should be turned on.,11
"Turn on room1 lights now, please.",11
Please activate room1 lights now.,11
Get the room1 lights turned on immediately.,11
Room1 needs its lights on right now.,11
Please switch on the lights in room1 right away.,11
Turn on the lights in room1 now.,11
Activate the lights in room1 right away.,11
Room1's lights should be on now.,11
Ensure the lights in room1 are switched on immediately.,11
"Turn on room1 lights immediately, please.",11
Please get the lights in room1 on immediately.,11
Switch on room1 lights right now.,11
Lights should be on in room1 now.,11
Room1 needs the lights on immediately.,11
Please ensure room1 lights are on right now.,11
"Turn on the lights in room1 now, please.",11
"Switch on the lights in room1 now, please.",11
Please activate the lights in room1 right away.,11
Room1 lights must be on now.,11
Ensure the lights in room1 are on right now.,11
Turn on room1 lights immediately.,11
Please get room1 lights on now.,11
Switch on the room1 lights now.,11
Activate lights in room1 right away.,11
Room1 lights need to be turned on now.,11
Switch on the lights in room1 right now.,11
Room1 needs its lights on immediately.,11
Please ensure the lights are on in room1 now.,11
Room1 lights must be turned on immediately.,11
Turn on the lights in room1 instantly.,11
Make sure the lights in room1 are on instantly.,11
Room1 needs its lights to be on right away.,11
Switch on the room1 lights immediately.,11
Get the lights on in room1 instantly.,11
Lights in room1 should be on immediately.,11
Activate lights in room1 right away.,11
Turn on the lights in room1 right now.,11
Room1 lights need to be on instantly.,11
Please make sure room1's lights are on now.,11
Room1's lights must be on immediately.,11
Switch on lights in room1 right away.,11
Room1 lights should be activated now.,11
Turn on the lights in room1 now.,11
Room1 lights need to be turned on immediately.,11
Get the room1 lights on now.,11
Turn on room1's lights immediately.,11
Lights in room1 should be on right away.,11
Make sure room1 lights are on instantly.,11
Please turn on room1 lights now.,11
Room1 needs lights on right now.,11
"Activate the lights in room1 now, please.",11
Please switch on the lights in room1 immediately.,11
Ensure the lights in room1 are activated.,11
"Turn on the lights in room1 instantly, please.",11
Room1's lights should be on immediately.,11
"Switch on the room1 lights right away, please.",11
Activate room1's lights instantly.,11
Get the lights in room1 on right now.,11
"Turn on room1 lights instantly, please.",11
Ensure the lights in room1 are on immediately.,11
Please turn on room1 lights right away.,11
"Switch on the lights in room1 now, please.",11
Activate the lights in room1 instantly.,11
Make sure the lights in room1 are turned on immediately.,11
Room1 lights need to be on right now.,11
Turn on the lights in room1 now.,11
Please ensure that room1 lights are on immediately.,11
Switch on the lights in room1 right away.,11
Room1's lights need to be activated immediately.,11
"Turn on room1 lights right away, please.",11
Activate the lights in room1 right now.,11
Please make sure the lights in room1 are on instantly.,11
Ensure room1 lights are switched on right now.,11
"Turn on the lights in room1 immediately, please.",11
Switch on room1's lights now.,11
Get the lights on in room1 immediately.,11
Room1 needs its lights turned on right now.,11
Please ensure the lights in room1 are on instantly.,11
"Turn on room1 lights immediately, please.",11
Switch on the lights in room1 right now.,11
Activate the room1 lights instantly.,11
Get room1 lights on right away.,11
Please turn on the lights in room1 instantly.,11
Ensure the lights in room1 are activated immediately.,11
"Turn on the room1 lights right away, please.",11
Switch on room1 lights instantly.,11
Please make sure room1's lights are on instantly.,11
"Activate the lights in room1 right away, please.",11
Ensure room1 lights are on right now.,11
"Turn on the lights in room1 right now, please.",11
Switch on the room1 lights immediately.,11
Please activate room1 lights instantly.,11
Get the lights on in room1 right now.,11
Room1's lights need to be on right now.,11
Turn on room1 lights immediately.,11
Please ensure that the lights in room1 are on instantly.,11
Switch on the lights in room1 instantly.,11
"Activate room1's lights right now, please.",11
Get the lights in room1 on right away.,11
"Turn on the lights in room1 immediately, please.",11
Please make sure the lights in room1 are on right now.,11
Ensure room1 lights are activated instantly.,11
Switch on room1 lights right now.,11
Turn on the lights in room1 instantly.,11
Activate the lights in room1 immediately.,11
Please ensure the lights in room1 are on right away.,11
Get room1 lights turned on instantly.,11
Turn on room1's lights right now.,11
Please switch on the lights in room1 right now.,11
"Ensure the lights in room1 are on immediately, please.",11
Switch on the lights in room1 right away.,11
Please activate the lights in room1 instantly.,11
Turn on room1 lights instantly.,11
"Get the lights on in room1 right now, please.",11
Ensure room1's lights are on immediately.,11
Turn on the lights in room1 right away.,11
"Switch on room1 lights instantly, please.",11
Activate the room1 lights immediately.,11
Please ensure the lights in room1 are on right away.,11
Turn on room1's lights instantly.,11
Get the lights in room1 on immediately.,11
"Switch on the lights in room1 immediately, please.",11
Please activate the lights in room1 right now.,11
Ensure room1 lights are on instantly.,11
"Turn on the lights in room1 right now, please.",11
Activate room1's lights instantly.,11
Please ensure room1 lights are on immediately.,11
"Switch on the lights in room1 right away, please.",11
Turn on room1 lights right now.,11
"Get the lights on in room1 immediately, please.",11
Please turn on the lights in room1 right away.,11
Ensure the lights in room1 are activated right now.,11
Switch on room1's lights right now.,11
"Activate the lights in room1 instantly, please.",11
Turn on the lights in room1 immediately.,11
"Get room1 lights on right away, please.",11
Please make sure room1's lights are on immediately.,11
Ensure the lights in room1 are on right now.,11
"Switch on the lights in room1 instantly, please.",11
"Turn on the lights in room1 now, instantly.",11
Room1 lights need to be activated instantly.,11
Please ensure that room1 lights are on right away.,11
Room1's lights should be turned on immediately.,11
"Turn on the lights in room1 instantly, please.",11
Room1 needs its lights on right away.,11
Turn off the lights in room1.,10
Please turn off the lights in room1.,10
Switch off the lights in room1.,10
Can you turn off the lights in room1?,10
I'd like the lights off in room1.,10
Room1 lights need to be turned off.,10
Turn the lights off in room1.,10
"Lights off in room1, please.",10
Activate the lights in room1.,10
Please switch off the lights in room1.,10
Get the lights off in room1.,10
Make sure the lights are off in room1.,10
Room1 needs its lights off.,10
Please ensure room1 lights are off.,10
Turn off room1's lights.,10
Room1 lights should be off.,10
Please turn off the room1 lights.,10
Switch off room1 lights.,10
Activate room1 lights.,10
Room1 needs lights off.,10
Please get the lights off in room1.,10
Ensure the lights are off in room1.,10
"Turn the lights off in room1, please.",10
Get room1's lights off.,10
Room1 lights need to be off.,10
Make sure room1 lights are off.,10
"Turn off the lights in room1, please.",10
"Switch off the lights in room1, please.",10
Activate the room1 lights.,10
Lights off in room1.,10
Room1 needs the lights off.,10
Please turn the lights off in room1.,10
Switch off the room1 lights.,10
Room1 lights should be turned off.,10
Make sure the lights in room1 are off.,10
Get the lights in room1 off.,10
Room1 lights must be off.,10
Please activate the lights in room1.,10
"Turn off room1 lights, please.",10
Switch off lights in room1.,10
Activate lights in room1.,10
Make sure room1's lights are off.,10
Turn off the room1 lights.,10
Please switch off room1 lights.,10
Ensure room1 lights are off.,10
Room1 needs the lights turned off.,10
Get the room1 lights off.,10
Lights need to be off in room1.,10
Turn off the lights in room1 immediately.,10
Switch off room1's lights now.,10
Please activate room1's lights.,10
Make sure the lights in room1 are turned off.,10
Turn off the lights in room1 right away.,10
Activate the lights in room1 now.,10
Please switch off the lights in room1 now.,10
Room1 lights should be off now.,10
Turn off room1 lights right now.,10
Room1 needs its lights turned off now.,10
Please make sure room1's lights are off.,10
Switch off the lights in room1 immediately.,10
Get the lights off in room1 now.,10
Room1 lights must be turned off now.,10
Turn off the lights in room1 ASAP.,10
Ensure the lights are off in room1 now.,10
Please turn off room1's lights immediately.,10
Switch off the room1 lights right away.,10
Activate the room1 lights now.,10
Room1 lights should be activated.,10
Make sure room1 lights are off immediately.,10
Turn off the lights in room1 now.,10
Room1 needs lights off right now.,10
